source,source_id,raw_id,title,title_stem,author,license_raw,license_normalized,license_display,url,genre_tier1,genre_tier2,primary_pool,candidate_pools,auto_label_score,auto_label_confidence,auto_label_bucket,matched_keywords
freesound,64400,64400,A ambient.wav,A ambient,steven169,ccby,cc-by,CC-BY,https://freesound.org/people/steven169/sounds/64400/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,64403,64403,Coagula drone 1 med.mp3,Coagula drone 1 med,steven169,ccby,cc-by,CC-BY,https://freesound.org/people/steven169/sounds/64403/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,64404,64404,Coagula drone 2 low.mp3,Coagula drone 2 low,steven169,ccby,cc-by,CC-BY,https://freesound.org/people/steven169/sounds/64404/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,64594,64594,drum_loops_1.wav,drum_loops_1,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64594/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64595,64595,drum_loops_2.wav,drum_loops_2,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64595/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64596,64596,drum_loops_4.wav,drum_loops_4,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64596/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64597,64597,drum_loops_5.wav,drum_loops_5,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64597/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64598,64598,drum_loops_6.wav,drum_loops_6,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64598/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64606,64606,dust club 120bpm beat loop.wav,dust club 120bpm beat loop,djgriffin,cc0,cc0,CC0,https://freesound.org/people/djgriffin/sounds/64606/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums""]",4,1.0000,high,"{""Percussion/Drums"": [""beat"", ""loop""]}"
freesound,64649,64649,drum_loops_10.wav,drum_loops_10,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64649/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64650,64650,drum_loops_11.wav,drum_loops_11,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64650/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64651,64651,drum_loops_12.wav,drum_loops_12,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64651/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64652,64652,drum_loops_14.wav,drum_loops_14,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64652/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64653,64653,drum_loops_15.wav,drum_loops_15,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64653/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64654,64654,drum_loops_16.wav,drum_loops_16,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64654/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64655,64655,drum_loops_17.wav,drum_loops_17,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64655/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64656,64656,drum_loops_18.wav,drum_loops_18,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64656/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64657,64657,drum_loops_19.wav,drum_loops_19,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64657/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64658,64658,drum_loops_22.wav,drum_loops_22,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64658/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64659,64659,drum_loops_23.wav,drum_loops_23,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64659/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64660,64660,drum_loops_24.wav,drum_loops_24,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64660/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64661,64661,drum_loops_25.wav,drum_loops_25,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64661/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64662,64662,drum_loops_26.wav,drum_loops_26,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64662/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64663,64663,drum_loops_27.wav,drum_loops_27,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64663/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64664,64664,drum_loops_28.wav,drum_loops_28,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64664/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64665,64665,drum_loops_29.wav,drum_loops_29,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64665/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64666,64666,drum_loops_30.wav,drum_loops_30,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64666/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64667,64667,drum_loops_31.wav,drum_loops_31,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64667/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64668,64668,drum_loops_32.wav,drum_loops_32,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64668/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64669,64669,drum_loops_33.wav,drum_loops_33,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64669/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64670,64670,drum_loops_34.wav,drum_loops_34,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64670/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64671,64671,drum_loops_35.wav,drum_loops_35,casualsamples,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/casualsamples/sounds/64671/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",8,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,64964,64964,Techno pressroom track.wav,Techno pressroom track,KMerrell,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/KMerrell/sounds/64964/,Electronic,Electronic,Freesound-CC-Sampling+-Electronic,"[""Freesound-CC-Sampling+-Electronic""]",6,1.0000,high,"{""Electronic"": [""techno""]}"
freesound,65188,65188,Ankylosing drum loop.wav,Ankylosing drum loop,carbilicon,cc0,cc0,CC0,https://freesound.org/people/carbilicon/sounds/65188/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums""]",9,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,65189,65189,MIND CONTROL DRUM LOOP.wav,MIND CONTROL DRUM LOOP,carbilicon,cc0,cc0,CC0,https://freesound.org/people/carbilicon/sounds/65189/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums""]",9,1.0000,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""]}"
freesound,65219,65219,absynth loop2.wav,absynth loop2,radian,ccby,cc-by,CC-BY,https://freesound.org/people/radian/sounds/65219/,Electronic,Electronic,Freesound-CC-BY-Electronic,"[""Freesound-CC-BY-Electronic"", ""Freesound-CC-BY-Percussion/Drums""]",6,0.8488,high,"{""Electronic"": [""synth"", ""synth loop""], ""Percussion/Drums"": [""loop""]}"
freesound,65308,65308,ambient female voices revo.wav,ambient female voices revo,Halima Ahkdar,cc0,cc0,CC0,https://freesound.org/people/Halima Ahkdar/sounds/65308/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone"", ""Freesound-CC0-Voice/Vocal""]",6,0.8488,high,"{""Ambient/Drone"": [""ambient""], ""Voice/Vocal"": [""voice""]}"
freesound,65463,65463,strange-drone-awash.wav,strange-drone-awash,matiasromero,cc0,cc0,CC0,https://freesound.org/people/matiasromero/sounds/65463/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",7,1.0000,high,"{""Ambient/Drone"": [""drone"", ""wash""]}"
freesound,65464,65464,strange-drone.wav,strange-drone,matiasromero,cc0,cc0,CC0,https://freesound.org/people/matiasromero/sounds/65464/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,66097,66097,another_drone.wav,another_drone,the_semen_incident,cc0,cc0,CC0,https://freesound.org/people/the_semen_incident/sounds/66097/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,66250,66250,Ambient.wav,Ambient,andywi,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/andywi/sounds/66250/,Ambient/Drone,Ambient/Drone,Freesound-CC-Sampling+-Ambient/Drone,"[""Freesound-CC-Sampling+-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,66324,66324,20090115.street.ambiance.wav,20090115.street.ambiance,dobroide,ccby,cc-by,CC-BY,https://freesound.org/people/dobroide/sounds/66324/,Field Recording,Field Recording,Freesound-CC-BY-Field Recording,"[""Freesound-CC-BY-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""ambiance"", ""street""]}"
freesound,66438,66438,KICK TECHNO.aif,KICK TECHNO,kaiodeleis,ccby,cc-by,CC-BY,https://freesound.org/people/kaiodeleis/sounds/66438/,Electronic,Electronic,Freesound-CC-BY-Electronic,"[""Freesound-CC-BY-Electronic"", ""Freesound-CC-BY-Percussion/Drums""]",6,0.7208,high,"{""Electronic"": [""techno""], ""Percussion/Drums"": [""kick""]}"
freesound,66552,66552,ambient.mp3,ambient,kanukanakina,cc0,cc0,CC0,https://freesound.org/people/kanukanakina/sounds/66552/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,66908,66908,snare drum high.wav,snare drum high,mikemunkie,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/mikemunkie/sounds/66908/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",4,1.0000,high,"{""Percussion/Drums"": [""drum"", ""snare""]}"
freesound,66909,66909,snare drum low.wav,snare drum low,mikemunkie,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/mikemunkie/sounds/66909/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",4,1.0000,high,"{""Percussion/Drums"": [""drum"", ""snare""]}"
freesound,66910,66910,snare drum mid.wav,snare drum mid,mikemunkie,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/mikemunkie/sounds/66910/,Percussion/Drums,Percussion/Drums,Freesound-CC-Sampling+-Percussion/Drums,"[""Freesound-CC-Sampling+-Percussion/Drums""]",4,1.0000,high,"{""Percussion/Drums"": [""drum"", ""snare""]}"
freesound,67112,67112,city_street.aif,city_street,Heigh-hoo,cc0,cc0,CC0,https://freesound.org/people/Heigh-hoo/sounds/67112/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""city"", ""street""]}"
freesound,67238,67238,bird_in_rain.wav,bird_in_rain,Dig2008,cc0,cc0,CC0,https://freesound.org/people/Dig2008/sounds/67238/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""bird"", ""rain""]}"
freesound,68069,68069,brooklyn_ambient.MP3,brooklyn_ambient,fretlesspeter,cc0,cc0,CC0,https://freesound.org/people/fretlesspeter/sounds/68069/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68164,68164,02 as loud as we can - ambient.mp3,02 as loud as we can - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68164/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68166,68166,03 beep beep - ambient.mp3,03 beep beep - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68166/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Sound Effects""]",6,0.7208,high,"{""Ambient/Drone"": [""ambient""], ""Sound Effects"": [""beep""]}"
freesound,68170,68170,12 stars feedbacky 1 - ambient.mp3,12 stars feedbacky 1 - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68170/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Experimental/Noise""]",6,0.8488,high,"{""Ambient/Drone"": [""ambient""], ""Experimental/Noise"": [""feedback""]}"
freesound,68172,68172,14 stars - ambient.mp3,14 stars - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68172/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68176,68176,16 drone in C - ambient.mp3,16 drone in C - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68176/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",12,1.0000,high,"{""Ambient/Drone"": [""ambient"", ""drone""]}"
freesound,68177,68177,16 drone in C - mixer.mp3,16 drone in C - mixer,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68177/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,68179,68179,18 left to their own devices - ambient.mp3,18 left to their own devices - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68179/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68181,68181,19 pulse - ambient.mp3,19 pulse - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68181/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68185,68185,22 waltz - ambient.mp3,22 waltz - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68185/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68187,68187,23 circular dialogues - ambient.mp3,23 circular dialogues - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68187/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68200,68200,34 tinkering listening - ambient.mp3,34 tinkering listening - ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68200/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,68201,68201,4 looping 1 ambient.mp3,4 looping 1 ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68201/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Percussion/Drums""]",6,0.8488,high,"{""Ambient/Drone"": [""ambient""], ""Percussion/Drums"": [""loop""]}"
freesound,68202,68202,5 looping 2 ambient.mp3,5 looping 2 ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68202/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Percussion/Drums""]",6,0.8488,high,"{""Ambient/Drone"": [""ambient""], ""Percussion/Drums"": [""loop""]}"
freesound,68203,68203,6 looping 3 ambient.mp3,6 looping 3 ambient,zebraphone,ccby,cc-by,CC-BY,https://freesound.org/people/zebraphone/sounds/68203/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Percussion/Drums""]",6,0.8488,high,"{""Ambient/Drone"": [""ambient""], ""Percussion/Drums"": [""loop""]}"
freesound,68373,68373,Cello open string bowed.wav,Cello open string bowed,juskiddink,ccby,cc-by,CC-BY,https://freesound.org/people/juskiddink/sounds/68373/,Classical/Orchestral,Classical/Orchestral,Freesound-CC-BY-Classical/Orchestral,"[""Freesound-CC-BY-Classical/Orchestral""]",4,1.0000,high,"{""Classical/Orchestral"": [""cello"", ""string""]}"
freesound,69188,69188,field recording organ playe.aif,field recording organ playe,happyband,sampling+,sampling+,CC-Sampling+,https://freesound.org/people/happyband/sounds/69188/,Field Recording,Field Recording,Freesound-CC-Sampling+-Field Recording,"[""Freesound-CC-Sampling+-Field Recording""]",7,1.0000,high,"{""Field Recording"": [""field"", ""field recording""]}"
freesound,69256,69256,drum sequence kick chh and low tom.wav,drum sequence kick chh and low tom,alveg,cc0,cc0,CC0,https://freesound.org/people/alveg/sounds/69256/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Electronic""]",6,0.7208,high,"{""Percussion/Drums"": [""drum"", ""kick"", ""tom""], ""Electronic"": [""sequence""]}"
freesound,69451,69451,morning birds and windchimes.mp3,morning birds and windchimes,IFartInUrGeneralDirection,ccby,cc-by,CC-BY,https://freesound.org/people/IFartInUrGeneralDirection/sounds/69451/,Field Recording,Field Recording,Freesound-CC-BY-Field Recording,"[""Freesound-CC-BY-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""bird"", ""birds"", ""wind""]}"
freesound,69528,69528,wind in the spring forest.WAV,wind in the spring forest,inchadney,ccby,cc-by,CC-BY,https://freesound.org/people/inchadney/sounds/69528/,Field Recording,Field Recording,Freesound-CC-BY-Field Recording,"[""Freesound-CC-BY-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""forest"", ""wind""]}"
freesound,69532,69532,click while field-recording.WAV,click while field-recording,inchadney,ccby,cc-by,CC-BY,https://freesound.org/people/inchadney/sounds/69532/,Field Recording,Field Recording,Freesound-CC-BY-Field Recording,"[""Freesound-CC-BY-Field Recording"", ""Freesound-CC-BY-Sound Effects""]",7,0.7556,high,"{""Field Recording"": [""field"", ""field recording""], ""Sound Effects"": [""click""]}"
freesound,69865,69865,City Street Ambience - 5.0.wav,City Street Ambience - 5.0,Duophonic,ccby,cc-by,CC-BY,https://freesound.org/people/Duophonic/sounds/69865/,Field Recording,Field Recording,Freesound-CC-BY-Field Recording,"[""Freesound-CC-BY-Field Recording""]",6,1.0000,high,"{""Field Recording"": [""ambience"", ""city"", ""street""]}"
freesound,69873,69873,Hotel Drone 02 090324.wav,Hotel Drone 02 090324,LG,ccby,cc-by,CC-BY,https://freesound.org/people/LG/sounds/69873/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,69874,69874,Hotel Drone 03 090324.wav,Hotel Drone 03 090324,LG,ccby,cc-by,CC-BY,https://freesound.org/people/LG/sounds/69874/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,69887,69887,Drum H4 inside Kick.wav,Drum H4 inside Kick,vitoroker,cc0,cc0,CC0,https://freesound.org/people/vitoroker/sounds/69887/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums""]",4,1.0000,high,"{""Percussion/Drums"": [""drum"", ""kick""]}"
freesound,70208,70208,acoustic guitar lofi,acoustic guitar lofi,QLC,ccby,cc-by,CC-BY,https://freesound.org/people/QLC/sounds/70208/,Acoustic/Folk,Acoustic/Folk,Freesound-CC-BY-Acoustic/Folk,"[""Freesound-CC-BY-Acoustic/Folk"", ""Freesound-CC-BY-Sound Effects""]",9,0.8961,high,"{""Acoustic/Folk"": [""acoustic"", ""acoustic guitar"", ""guitar""], ""Sound Effects"": [""ui""]}"
